name,vid,start,end,side,player,type
0232,V009,58888,58911,Left,Near,Slice
0233,V009,58912,58944,Left,Near,Topspin
0234,V009,58946,58979,Right,Near,Topspin
0235,V009,59569,59589,Left,Near,Slice
0236,V009,59592,59623,Left,Near,Topspin
0237,V009,62716,62736,Right,Far,Topspin
0238,V009,62737,62775,Left,Far,Topspin
0239,V009,62776,62811,Left,Far,Slice
0240,V009,62812,62849,Right,Far,Topspin
0241,V009,62850,62895,Left,Far,Slice
0242,V009,63376,63395,Right,Far,Topspin
0243,V009,63396,63427,Right,Far,Topspin
0244,V009,63429,63455,Right,Far,Topspin
0245,V009,63456,63484,Left,Far,Topspin
0246,V009,63487,63525,Right,Far,Slice
0247,V009,63528,63562,Right,Far,Slice
0248,V009,63565,63606,Right,Far,Topspin
0249,V009,63607,63620,Right,Far,Volley
0250,V009,64571,64591,Left,Far,Topspin
0251,V009,64592,64620,Left,Far,Topspin
0252,V009,64622,64650,Left,Far,Topspin
0253,V009,64652,64687,Left,Far,Slice
0254,V009,64690,64749,Right,Far,Topspin
0255,V009,64750,64783,Right,Far,Slice
0256,V009,64784,64840,Right,Far,Topspin
0257,V009,66095,66120,Left,Far,Topspin
0258,V009,66121,66150,Left,Far,Topspin
0259,V009,66151,66186,Left,Far,Slice
0260,V009,66187,66225,Left,Far,Topspin
0261,V009,66226,66252,Left,Far,Topspin
0262,V009,66253,66284,Left,Far,Topspin
0263,V009,66286,66319,Left,Far,Topspin
0264,V009,66321,66343,Right,Far,Topspin
0265,V009,66344,66388,Right,Far,Topspin
0266,V009,66389,66432,Right,Far,Slice
0267,V009,67155,67176,Left,Far,Topspin
0268,V009,67177,67210,Right,Far,Topspin
0269,V009,67211,67240,Right,Far,Topspin
0270,V009,67242,67278,Left,Far,Topspin
0271,V009,67279,67317,Right,Far,Slice
0272,V009,67321,67351,Right,Far,Volley
0273,V009,68861,68880,Left,Near,Flat
0274,V009,68883,68915,Right,Near,Topspin
0275,V009,68916,68941,Left,Near,Topspin
0276,V009,68942,68973,Right,Near,Volley
0277,V009,68978,69012,Right,Near,Slice
0278,V009,69013,69031,Right,Near,Volley
0279,V009,69981,70000,Left,Near,Topspin
0280,V009,70002,70029,Left,Near,Topspin
0281,V009,70031,70057,Right,Near,Topspin
0282,V009,70058,70093,Right,Near,Topspin
0283,V009,70094,70120,Right,Near,Topspin
0284,V009,70817,70836,Left,Near,Slice
0285,V009,70838,70884,Left,Near,Topspin
0286,V009,70885,70913,Left,Near,Topspin
0287,V009,71644,71666,Left,Near,Slice
0288,V009,71667,71703,Right,Near,Slice
0289,V009,71705,71742,Left,Near,Topspin
0290,V009,72580,72601,Left,Far,Slice
0291,V009,72818,72839,Left,Near,Slice
0292,V009,72840,72873,Right,Near,Topspin
0293,V009,72875,72908,Left,Near,Slice
0294,V009,73592,73612,Left,Near,Slice
0295,V009,73614,73653,Right,Near,Topspin
0296,V009,73656,73685,Left,Near,Topspin
0297,V009,73686,73720,Right,Near,Topspin
0298,V009,73721,73744,Left,Near,Topspin
0299,V009,73746,73779,Right,Near,Topspin
0300,V009,73781,73806,Right,Near,Topspin
0301,V009,73808,73839,Right,Near,Topspin
0302,V009,74703,74725,Right,Near,Topspin
0303,V009,75304,75324,Left,Near,Slice
0304,V009,75327,75363,Left,Near,Topspin
0305,V009,76124,76144,Left,Near,Slice
0306,V009,76146,76184,Left,Near,Topspin
0307,V009,76186,76212,Right,Near,Topspin
0308,V009,76213,76252,Left,Near,Topspin
0309,V009,77089,77121,Left,Near,Slice
0310,V009,77803,77821,Right,Near,Topspin
0311,V009,77823,77854,Right,Near,Topspin
0312,V009,78616,78637,Left,Near,Slice
0313,V009,78639,78675,Left,Near,Topspin
0314,V009,78677,78703,Left,Near,Topspin
0315,V009,78705,78749,Right,Near,Topspin
0316,V009,78752,78785,Left,Near,Topspin
0317,V009,78787,78822,Right,Near,Topspin
0318,V009,78824,78855,Right,Near,Topspin
0319,V009,78857,78886,Left,Near,Topspin
0320,V009,78888,78912,Right,Near,Topspin
0321,V009,78914,78949,Right,Near,Topspin
0322,V009,78951,78976,Right,Near,Topspin
0323,V009,78977,79012,Right,Near,Topspin
0324,V009,79014,79049,Left,Near,Slice
0325,V009,79952,79973,Left,Near,Slice
0326,V009,79975,80026,Right,Near,Slice
0327,V009,80618,80634,Left,Far,Slice
0328,V009,80637,80674,Right,Far,Slice
0329,V009,80917,80940,Left,Near,Slice
0330,V009,80942,80983,Right,Near,Topspin
0331,V009,80985,81015,Left,Near,Flat
0332,V009,81017,81048,Right,Near,Topspin
0333,V009,81049,81075,Left,Near,Topspin
0334,V009,81076,81104,Right,Near,Topspin
0335,V009,81106,81135,Right,Near,Topspin
0336,V009,81137,81170,Right,Near,Topspin
0337,V009,81171,81200,Left,Near,Slice
0338,V009,81202,81235,Left,Near,Topspin
0339,V009,81236,81272,Right,Near,Slice
0340,V009,81275,81314,Right,Near,Topspin
0341,V009,82706,82727,Right,Near,Topspin
0342,V009,82729,82754,Left,Near,Topspin
0343,V009,82755,82794,Right,Near,Topspin
0344,V009,82795,82823,Left,Near,Topspin
0345,V009,82824,82866,Right,Near,Slice
0346,V009,82868,82887,Left,Near,Volley
0347,V009,82889,82921,Left,Near,Unsure
0348,V009,83973,83998,Right,Near,Topspin
0349,V009,83999,84031,Left,Near,Slice
0350,V009,84032,84067,Right,Near,Slice
0351,V009,84069,84108,Right,Near,Flat
0352,V009,84109,84150,Left,Near,Unsure
0353,V009,87257,87278,Right,Far,Topspin
0354,V009,87827,87848,Right,Far,Slice
0355,V009,87850,87888,Right,Far,Topspin
0356,V009,87889,87920,Right,Far,Topspin
0357,V009,87922,87953,Left,Far,Slice
0358,V009,87955,87992,Right,Far,Unsure
0359,V009,88662,88682,Left,Far,Topspin
0360,V009,89733,89748,Right,Far,Flat
0361,V009,90286,90308,Right,Far,Topspin
0362,V009,90310,90343,Left,Far,Topspin
0363,V009,91036,91058,Right,Far,Flat
0364,V009,91060,91091,Left,Far,Topspin
0365,V009,91573,91591,Left,Far,Topspin
0366,V009,91593,91622,Right,Far,Topspin
0367,V009,91625,91654,Left,Far,Topspin
0368,V009,91656,91680,Right,Far,Topspin
0369,V009,91681,91708,Right,Far,Topspin
0370,V009,91710,91737,Left,Far,Topspin
0371,V009,91739,91770,Left,Far,Topspin
0372,V009,91772,91807,Right,Far,Topspin
0373,V009,91811,91836,Left,Far,Slice
0374,V009,91838,91871,Left,Far,Topspin
0375,V009,91872,91893,Left,Far,Volley
0376,V009,92557,92584,Left,Far,Slice
0377,V009,93734,93752,Right,Far,Topspin
0378,V009,93754,93787,Left,Far,Unsure
0379,V009,94203,94228,Right,Far,Topspin
0380,V009,94229,94259,Right,Far,Topspin
0381,V009,94261,94293,Left,Far,Topspin
0382,V009,94294,94330,Right,Far,Topspin
0383,V009,94332,94360,Right,Far,Topspin
0384,V009,94362,94390,Left,Far,Topspin
0385,V009,94392,94418,Right,Far,Topspin
0386,V009,95654,95678,Left,Far,Slice
0387,V009,95680,95723,Left,Far,Topspin
0388,V009,96300,96319,Right,Far,Topspin
0389,V009,96320,96349,Left,Far,Topspin
0390,V009,96350,96381,Left,Far,Topspin
0391,V009,96383,96415,Right,Far,Topspin
0392,V009,96937,96962,Right,Far,Unsure
0393,V009,96965,96993,Right,Far,Topspin
0394,V009,97592,97610,Left,Far,Slice
0395,V009,97616,97644,Left,Far,Topspin
0396,V009,97646,97666,Right,Far,Topspin
0397,V009,97667,97682,Left,Far,Slice
0398,V009,97684,97707,Right,Far,Topspin
0399,V009,97708,97724,Right,Far,Unsure
0400,V009,98401,98428,Left,Far,Slice
0401,V009,98897,98918,Left,Far,Flat
0402,V009,98920,98955,Left,Far,Topspin
0403,V009,99777,99796,Left,Far,Topspin
0404,V009,99798,99832,Left,Far,Topspin
0405,V009,99834,99864,Right,Far,Unsure
0406,V009,100631,100652,Left,Far,Topspin
0407,V009,100653,100683,Right,Far,Topspin
0408,V009,101242,101266,Left,Far,Slice
0409,V009,101782,101807,Right,Far,Unsure
0410,V009,105018,105040,Left,Near,Slice
0411,V009,105041,105078,Left,Near,Topspin
0412,V009,105079,105108,Right,Near,Topspin
0413,V009,105693,105718,Left,Near,Slice
0414,V009,106268,106286,Left,Near,Flat
0415,V009,106287,106324,Left,Near,Topspin
0416,V009,106325,106350,Right,Near,Topspin
0417,V009,106351,106374,Left,Near,Topspin
0418,V009,107090,107112,Left,Near,Slice
0419,V009,107115,107154,Left,Near,Topspin
0420,V009,107156,107186,Right,Near,Topspin
0421,V009,107188,107218,Left,Near,Topspin
0422,V009,107219,107249,Left,Near,Topspin
0423,V009,107251,107286,Right,Near,Slice
0424,V009,107288,107317,Right,Near,Topspin
0425,V009,107319,107348,Left,Near,Topspin
0426,V009,108280,108299,Left,Far,Slice
0427,V009,108602,108623,Left,Near,Slice
0428,V009,108624,108669,Right,Near,Topspin
0429,V009,108670,108700,Left,Near,Topspin
0430,V009,108701,108741,Left,Near,Slice
0431,V009,110110,110137,Left,Near,Slice
0432,V009,110139,110179,Left,Near,Topspin
0433,V009,110945,110966,Left,Near,Slice
0434,V009,110968,110997,Right,Near,Topspin
0435,V009,110999,111027,Left,Near,Topspin
0436,V009,111028,111060,Left,Near,Topspin
0437,V009,111061,111085,Right,Near,Topspin
0438,V009,111087,111117,Left,Near,Topspin
0439,V009,111119,111154,Left,Near,Slice
0440,V009,111156,111201,Right,Near,Topspin
0441,V009,111203,111229,Right,Near,Topspin
0442,V009,111230,111264,Left,Near,Topspin
0443,V009,111265,111296,Right,Near,Topspin
0444,V009,112105,112132,Left,Far,Slice
0445,V009,112356,112379,Left,Near,Slice
0446,V009,112380,112419,Right,Near,Slice
0447,V009,112421,112457,Right,Near,Topspin
0448,V009,112458,112475,Right,Near,Volley
0449,V009,113674,113689,Left,Near,Unsure
0450,V009,113999,114026,Left,Near,Unsure
0451,V009,114028,114049,Right,Near,Smash
0452,V009,114465.0,114496,Right,Near,Slice
0453,V009,114499,114532,Left,Near,Slice
0454,V009,114535,114564,Right,Near,Slice
0455,V009,114565,114595,Right,Near,Smash
0456,V009,115086,115108,Left,Near,Topspin
0457,V009,118162,118186,Right,Far,Unsure
0458,V009,118671,118695,Right,Far,Slice
0459,V009,119158,119179,Left,Far,Topspin
0460,V009,119180,119215,Left,Far,Topspin
0461,V009,119216,119247,Right,Far,Topspin
0462,V009,119248,119287,Right,Far,Topspin
0463,V009,119288,119318,Left,Far,Topspin
0464,V009,119319,119345,Right,Far,Topspin
0465,V009,119347,119371,Left,Far,Topspin
0466,V009,119372,119404,Left,Far,Slice
0467,V009,119406,119443,Left,Far,Topspin
0468,V009,119444,119480,Left,Far,Slice
0469,V009,119482,119519,Left,Far,Topspin
0470,V009,119521,119550,Right,Far,Topspin
0471,V009,120957,120981,Left,Far,Topspin
0472,V009,122068,122095,Left,Far,Slice
0473,V009,122526,122542,Left,Far,Topspin
0474,V009,122940,122958,Left,Far,Topspin
0475,V009,122959,122988,Left,Far,Flat
0476,V009,123218,123242,Left,Far,Topspin
0477,V009,123245,123278,Right,Far,Flat
0478,V009,123524,123548,Right,Far,Slice
0479,V009,123549,123583,Left,Far,Topspin
0480,V009,124141,124160,Left,Far,Slice
0481,V009,124162,124211,Left,Far,Topspin
0482,V009,124212,124238,Left,Far,Slice
0483,V009,124241,124323,Left,Far,Topspin
0484,V009,124325,124351,Right,Far,Topspin
0485,V009,124353,124381,Left,Far,Topspin
0486,V009,124383,124422,Left,Far,Slice
0487,V009,124425,124448,Left,Far,Volley
0488,V009,125124,125143,Right,Far,Topspin
0489,V009,125145,125180,Left,Far,Unsure
0490,V009,126007,126027,Left,Far,Topspin
0491,V009,126029,126058,Left,Far,Topspin
0492,V009,126675,126694,Right,Far,Unsure
0493,V009,126697,126737,Left,Far,Topspin
0494,V009,127312,127333,Left,Far,Slice
0495,V009,128055,128072,Left,Far,Topspin
0496,V009,128073,128104,Right,Far,Topspin
0497,V009,128105,128136,Left,Far,Topspin
0498,V009,128137,128165,Left,Far,Topspin
0499,V009,128166,128197,Left,Far,Slice
0500,V009,128198,128230,Left,Far,Topspin
0501,V009,129630,129655,Left,Far,Slice
0502,V009,132561,132579,Left,Near,Slice
0503,V009,132581,132635,Left,Near,Topspin
0504,V009,132636,132670,Right,Near,Topspin
0505,V009,132672,132704,Right,Near,Topspin
0506,V009,132706,132736,Left,Near,Slice
0507,V009,132738,132770,Right,Near,Topspin
0508,V009,132772,132800,Right,Near,Topspin
0509,V009,134410,134435,Left,Near,Flat
0510,V009,134958,134976,Left,Far,Unsure
0511,V009,135216,135239,Left,Near,Slice
0512,V009,135838,135861,Left,Near,Slice
0513,V009,136633,136652,Right,Near,Slice
0514,V009,136655,136685,Right,Near,Topspin
0515,V009,137156,137177,Left,Far,Topspin
0516,V009,137178,137206,Left,Far,Slice
0517,V009,137390,137408,Right,Near,Topspin
0518,V009,137824,137848,Right,Near,Slice
0519,V009,138547,138578,Right,Near,Slice
0520,V009,141436,141457,Left,Far,Topspin
0521,V009,141459,141488,Left,Far,Topspin
0522,V009,141490,141522,Right,Far,Unsure
0523,V009,142083,142108,Right,Far,Slice
0524,V009,142651,142676,Right,Far,Topspin
0525,V009,143028,143060,Right,Far,Slice
0526,V009,143065,143111,Right,Far,Topspin
0527,V009,143113,143138,Right,Far,Topspin
0528,V009,143140,143162,Right,Far,Unsure
0529,V009,143165,143203,Left,Far,Slice
0530,V009,144036,144059,Right,Far,Slice
0531,V009,144062,144088,Right,Far,Topspin
0532,V009,145459,145483,Right,Far,Slice
0533,V009,145484,145515,Right,Far,Topspin
0534,V009,145517,145548,Right,Far,Topspin
0535,V009,146647,146668,Right,Far,Topspin
0536,V009,146669,146692,Left,Far,Topspin
0537,V009,146694,146724,Right,Far,Topspin
0538,V009,147777,147805,Left,Far,Slice
0539,V009,147811,147842,Left,Far,Topspin
0540,V009,147843,147867,Right,Far,Unsure
0541,V009,148643,148660,Right,Far,Topspin
0542,V009,148662,148687,Right,Far,Topspin
0543,V009,148688,148728,Left,Far,Topspin
0544,V009,148729,148759,Left,Far,Topspin
0545,V009,148761,148793,Left,Far,Topspin
0546,V009,148795,148823,Left,Far,Topspin
0547,V009,148824,148852,Right,Far,Topspin
0548,V009,148855,148888,Left,Far,Topspin
0549,V009,148889,148921,Right,Far,Topspin
0550,V009,148922,148954,Right,Far,Topspin
0551,V009,148955,148985,Right,Far,Topspin
0552,V009,148986,149010,Right,Far,Topspin
0553,V009,149011,149043,Right,Far,Topspin
0554,V009,149044,149077,Right,Far,Topspin
0555,V009,149078,149115,Right,Far,Slice
0556,V009,149117,149159,Right,Far,Topspin
0557,V009,149160,149201,Right,Far,Topspin
0558,V009,149202,149234,Left,Far,Topspin
0559,V009,149236,149267,Left,Far,Topspin
0560,V009,149269,149298,Right,Far,Topspin
0561,V009,149301,149334,Left,Far,Slice
0562,V009,149336,149392,Right,Far,Topspin
0563,V009,150497,150516,Left,Far,Topspin
0564,V009,150517,150547,Left,Far,Topspin
0565,V009,150548,150578,Left,Far,Topspin
0566,V009,150579,150603,Right,Far,Topspin
0567,V009,150604,150632,Right,Far,Topspin
0568,V009,150633,150663,Left,Far,Topspin
0569,V009,150664,150697,Right,Far,Topspin
0570,V009,152475,152495,Right,Far,Topspin
0571,V009,152497,152525,Left,Far,Topspin
0572,V009,152526,152557,Right,Far,Topspin
0573,V009,152558,152586,Left,Far,Topspin
0574,V009,152587,152619,Right,Far,Unsure
0575,V009,154006,154029,Left,Near,Slice
0576,V009,154984,155010,Left,Far,Unsure
0577,V009,155217,155239,Right,Near,Topspin
0578,V009,155242,155269,Right,Near,Topspin
0579,V009,155272,155301,Right,Near,Topspin
0580,V009,155302,155324,Right,Near,Volley
0581,V009,156260,156278,Right,Near,Topspin
0582,V009,156279,156304,Left,Near,Topspin
0583,V009,156305,156335,Left,Near,Topspin
0584,V009,156337,156365,Right,Near,Topspin
0585,V009,156366,156401,Right,Near,Topspin
0586,V009,156402,156434,Right,Near,Topspin
0587,V009,156435,156470,Right,Near,Topspin
0588,V009,156472,156501,Right,Near,Topspin
0589,V009,156502,156532,Left,Near,Topspin
0590,V009,156534,156564,Right,Near,Topspin
0591,V009,156565,156602,Right,Near,Slice
0592,V009,156604,156630,Left,Near,Volley
0593,V009,156633,156677,Left,Near,Unsure
0594,V009,156684,156720,Right,Near,Smash
0595,V009,158105,158122,Left,Near,Slice
0596,V009,158125,158169,Right,Near,Topspin
0597,V009,158170,158199,Left,Near,Slice
0598,V009,158201,158238,Right,Near,Topspin
0599,V009,158240,158268,Right,Near,Topspin
0600,V009,158269,158298,Left,Near,Topspin
0601,V009,158299,158323,Right,Near,Topspin
0602,V009,158324,158353,Left,Near,Topspin
0603,V009,158354,158379,Right,Near,Topspin
0604,V009,158380,158413,Left,Near,Topspin
0605,V009,158414,158444,Right,Near,Topspin
0606,V009,158445,158471,Left,Near,Topspin
0607,V009,158472,158503,Left,Near,Slice
0608,V009,158505,158547,Right,Near,Topspin
0609,V009,159631,159649,Left,Near,Slice
0610,V009,159652,159699,Left,Near,Topspin
0611,V009,159700,159727,Left,Near,Topspin
0612,V009,159729,159758,Right,Near,Topspin
0613,V009,159760,159789,Left,Near,Topspin
0614,V009,159791,159820,Left,Near,Topspin
0615,V009,159821,159845,Right,Near,Topspin
0616,V009,164507,164530,Left,Far,Topspin
0617,V009,164532,164562,Right,Far,Unsure
0618,V009,164760,164783,Right,Far,Topspin
0619,V009,165343,165373,Left,Far,Unsure
0620,V009,165859,165883,Right,Far,Unsure
0621,V009,165885,165926,Left,Far,Topspin
0622,V009,166726,166749,Right,Far,Topspin
0623,V009,167200,167222,Right,Far,Slice
0624,V009,167224,167264,Left,Far,Topspin
0625,V009,167265,167297,Right,Far,Topspin
0626,V009,167298,167329,Left,Far,Topspin
0627,V009,167330,167360,Left,Far,Topspin
0628,V009,167362,167389,Right,Far,Topspin
0629,V009,167391,167421,Right,Far,Topspin
0630,V009,168703,168726,Right,Near,Slice
0631,V009,168728,168765,Right,Near,Topspin
0632,V009,168767,168801,Left,Near,Topspin
0633,V009,169335,169353,Left,Near,Topspin
0634,V009,169789,169813,Left,Near,Topspin
0635,V009,169816,169840,Left,Near,Topspin
0636,V009,169842,169881,Left,Near,Topspin
0637,V009,170594,170618,Right,Near,Topspin
0638,V009,170620,170648,Left,Near,Topspin
0639,V009,170649,170681,Left,Near,Topspin
0640,V009,170683,170705,Right,Near,Topspin
0641,V009,170707,170740,Right,Near,Topspin
0642,V009,170742,170768,Left,Near,Topspin
0643,V009,170770,170804,Right,Near,Topspin
0644,V009,170806,170828,Left,Near,Topspin
0645,V009,171457,171481,Right,Near,Slice
0646,V009,171483,171515,Left,Near,Topspin
0647,V009,171516,171550,Right,Near,Topspin
0648,V009,172353,172377,Left,Near,Unsure
0649,V009,172380,172415,Right,Near,Topspin
0650,V009,173709,173730,Right,Near,Topspin
0651,V009,173732,173759,Left,Near,Topspin
0652,V009,173761,173793,Right,Near,Topspin
0653,V009,174314,174339,Left,Near,Unsure
0654,V009,174384,174413,Right,Near,Unsure
0655,V009,175716,175741,Left,Near,Slice
0656,V009,175745,175783,Right,Near,Topspin
0657,V009,176674,176698,Left,Near,Slice
0658,V009,176700,176735,Left,Near,Topspin
0659,V009,176736,176765,Left,Near,Slice
0660,V009,176767,176806,Left,Near,Topspin
0661,V009,176809,176840,Left,Near,Slice
0662,V009,176842,176873,Left,Near,Topspin
0663,V009,176876,176903,Right,Near,Topspin
0664,V009,176905,176940,Right,Near,Topspin
0665,V009,176942,176976,Left,Near,Slice
0666,V009,176979,177007,Left,Near,Topspin
0667,V009,177009,177036,Right,Near,Topspin
0668,V009,177038,177065,Left,Near,Topspin
0669,V009,178217,178239,Left,Near,Topspin
0670,V009,178241,178278,Right,Near,Topspin
0671,V009,178281,178311,Left,Near,Slice
0672,V009,178312,178346,Left,Near,Topspin
0673,V009,178348,178378,Right,Near,Topspin
0674,V009,178380,178400,Left,Near,Volley
0675,V009,179243,179269,Left,Near,Slice
0676,V009,179797,179815,Left,Far,Slice
0677,V009,180041,180058,Left,Near,Slice
0678,V009,180059,180104,Right,Near,Topspin
0679,V009,180107,180131,Right,Near,Smash
0680,V009,180917,180938,Left,Far,Slice
0681,V009,180945,180990,Left,Far,Unsure
0682,V009,181629,181654,Left,Near,Slice
0683,V009,181656,181693,Left,Near,Topspin
0684,V009,181695,181719,Right,Near,Topspin
0685,V009,181720,181755,Right,Near,Topspin
0686,V009,181757,181787,Left,Near,Topspin
0687,V009,181788,181820,Right,Near,Topspin
0688,V009,181823,181848,Left,Near,Slice
0689,V009,181850,181892,Left,Near,Topspin
0690,V009,181894,181919,Left,Near,Topspin
0691,V009,181920,181943,Left,Near,Topspin
0692,V009,182884,182911,Left,Near,Slice
0693,V009,183534,183560,Left,Far,Slice
0694,V009,183777,183797,Left,Near,Slice
0695,V009,183798,183833,Right,Near,Topspin
0696,V009,183834,183863,Left,Near,Topspin
0697,V009,183864,183892,Left,Near,Topspin
0698,V009,183893,183921,Right,Near,Topspin
0699,V009,183923,183951,Right,Near,Topspin
0700,V009,183952,183986,Left,Near,Slice
0701,V009,183988,184039,Right,Near,Slice
0702,V009,186908,186925,Left,Far,Topspin
0703,V009,186927,186955,Left,Far,Topspin
0704,V009,186956,186995,Left,Far,Slice
0705,V009,187015,187049,Left,Far,Smash
0706,V009,187051,187082,Right,Far,Flat
0707,V009,187647,187668,Left,Far,Slice
0708,V009,188397,188417,Left,Far,Topspin
0709,V009,188419,188443,Left,Far,Topspin
0710,V009,188445,188468,Right,Far,Topspin
0711,V009,188469,188498,Left,Far,Topspin
0712,V009,188501,188538,Left,Far,Unsure
0713,V009,188915,188932,Left,Far,Topspin
0714,V009,188934,188963,Left,Far,Volley
0715,V009,189446,189469,Right,Far,Topspin
0716,V009,189668,189689,Left,Far,Slice
0717,V009,189690,189752,Left,Far,Unsure
0718,V009,190996,191014,Right,Far,Topspin
0719,V009,191015,191047,Left,Far,Slice
0720,V009,191048,191082,Left,Far,Topspin
0721,V009,191083,191109,Right,Far,Topspin
0722,V009,191110,191137,Left,Far,Topspin
0723,V009,191138,191174,Left,Far,Topspin
0724,V009,191175,191190,Right,Far,Volley
0725,V009,192682,192703,Right,Far,Topspin
0726,V009,193231,193254,Right,Far,Slice
0727,V009,193259,193290,Right,Far,Topspin
0728,V009,194026,194047,Right,Far,Slice
0729,V009,194050,194097,Right,Far,Topspin
0730,V009,194099,194128,Left,Far,Topspin
0731,V009,194131,194163,Left,Far,Topspin
0732,V009,194801,194828,Right,Far,Slice
0733,V009,194830,194861,Left,Far,Topspin
0734,V009,194862,194907,Left,Far,Slice
0735,V009,197636,197655,Right,Far,Topspin
0736,V009,197847,197873,Right,Near,Topspin
0737,V009,197874,197897,Left,Near,Topspin
0738,V009,197898,197933,Left,Near,Topspin
0739,V009,197934,197958,Right,Near,Topspin
0740,V009,197959,197989,Left,Near,Topspin
0741,V009,197991,198031,Right,Near,Topspin
0742,V009,198032,198075,Left,Near,Topspin
0743,V009,198076,198105,Left,Near,Slice
0744,V009,198106,198156,Right,Near,Topspin
0745,V009,198157,198189,Left,Near,Topspin
0746,V009,199349,199367,Right,Near,Topspin
0747,V009,199772.0,199790,Left,Far,Topspin
0748,V009,199792,199811,Right,Far,Topspin
0749,V009,199998,200014,Left,Near,Topspin
0750,V009,200573,200585,Left,Near,Topspin
0751,V009,200586,200613,Right,Near,Topspin
0752,V009,200614,200646,Right,Near,Topspin
0753,V009,201248,201273,Right,Near,Slice
0754,V009,201972,202004,Right,Near,Topspin
0755,V009,202006,202040,Right,Near,Topspin
0756,V009,203067,203087,Left,Near,Slice
0757,V009,203611,203629,Left,Near,Slice
0758,V009,203634,203697,Left,Near,Topspin
0759,V009,203698,203731,Right,Near,Slice
0760,V009,203733,203765,Left,Near,Topspin
0761,V009,203767,203798,Left,Near,Topspin
0762,V009,203800,203828,Right,Near,Unsure
0763,V009,203832,203895,Right,Near,Smash
0764,V009,204813,204834,Left,Near,Slice
0765,V009,204836,204876,Right,Near,Topspin
0766,V009,204877,204905,Left,Near,Topspin
0767,V009,205677,205702,Left,Near,Slice
0768,V009,206439,206466,Left,Near,Slice
0769,V009,206467,206492,Right,Near,Topspin
0770,V009,206493,206527,Right,Near,Topspin
0771,V009,207205,207224,Left,Near,Slice
0772,V009,207226,207263,Left,Near,Topspin
0773,V009,207264,207292,Right,Near,Topspin
0774,V009,207293,207328,Left,Near,Topspin
0775,V009,207330,207354,Left,Near,Topspin
0776,V009,207355,207386,Left,Near,Topspin
0777,V009,208267,208285,Left,Far,Flat
0778,V009,208514,208536,Right,Near,Topspin
0779,V009,208537,208563,Right,Near,Topspin
0780,V009,208564,208592,Right,Near,Topspin
0781,V009,208593,208626,Left,Near,Topspin
0782,V009,208627,208669,Left,Near,Slice
0783,V009,208671,208708,Left,Near,Topspin
0784,V009,208709,208731,Right,Near,Topspin
0785,V009,208732,208764,Left,Near,Topspin
0786,V009,208765,208792,Left,Near,Topspin
0787,V009,208794,208831,Left,Near,Topspin
0788,V009,208833,208863,Right,Near,Unsure
0789,V009,209846,209869,Right,Near,Slice
0790,V009,209872,209930,Left,Near,Topspin
0791,V009,209932,209963,Left,Near,Slice
0792,V009,209964,210006,Left,Near,Topspin
0793,V009,210952,210980,Left,Far,Slice
0794,V009,211424,211449,Left,Near,Slice
0795,V009,211451,211497,Left,Near,Topspin
0796,V009,211498,211529,Left,Near,Slice
0797,V009,211531,211567,Left,Near,Topspin
0798,V009,211568,211595,Right,Near,Topspin
0799,V009,211596,211637,Right,Near,Topspin
0800,V009,211639,211675,Left,Near,Slice
0801,V009,211678,211710,Left,Near,Topspin
0802,V009,212687,212703,Left,Near,Slice
0803,V009,212704,212751,Left,Near,Topspin
0804,V009,212752,212785,Left,Near,Slice
0805,V009,212786,212826,Left,Near,Topspin
0806,V009,212827,212852,Right,Near,Topspin
0807,V009,212853,212882,Left,Near,Topspin
0808,V009,212883,212925,Left,Near,Slice
0809,V009,212926,212962,Left,Near,Topspin
0810,V009,212963,212993,Left,Near,Slice
0811,V009,212994,213031,Right,Near,Topspin
0812,V009,213033,213064,Right,Near,Topspin
0813,V009,213065,213101,Right,Near,Topspin
0814,V009,213102,213134,Left,Near,Slice
0815,V009,213136,213167,Left,Near,Topspin
0816,V009,214203,214226,Left,Near,Slice
0817,V009,215258,215276,Left,Near,Topspin
0818,V009,215277,215304,Right,Near,Topspin
0819,V009,215306,215334,Right,Near,Topspin
0820,V009,215335,215366,Right,Near,Topspin
0821,V009,215367,215396,Left,Near,Topspin
0822,V009,218459,218478,Right,Far,Flat
0823,V009,218702,218728,Left,Far,Topspin
0824,V009,218729,218761,Left,Far,Topspin
0825,V009,219453,219473,Left,Far,Topspin
0826,V009,219856,219878,Left,Far,Slice
0827,V009,219880,219927,Left,Far,Topspin
0828,V009,221031,221056,Right,Far,Slice
0829,V009,221058,221093,Left,Far,Topspin
0830,V009,221095,221136,Right,Far,Slice
0831,V009,221140,221185,Right,Far,Topspin
0832,V009,221939,221958,Right,Far,Slice
0833,V009,222186,222209,Right,Far,Topspin
0834,V009,222212,222243,Left,Far,Topspin
0835,V009,222244,222278,Left,Far,Topspin
0836,V009,222280,222309,Right,Far,Topspin
0837,V009,223304,223333,Left,Far,Topspin
0838,V009,223336,223364,Left,Far,Topspin
0839,V009,223365,223391,Right,Far,Topspin
0840,V009,223394,223424,Right,Far,Topspin
0841,V009,224514,224540,Right,Far,Slice
0842,V009,224544,224571,Left,Far,Topspin
0843,V009,224572,224602,Right,Far,Topspin
0844,V009,224604,224633,Right,Far,Topspin
0845,V009,224634,224665,Left,Far,Topspin
0846,V009,225674,225696,Right,Far,Topspin
